"Feature","Gain"
"Superior.cerebellar.peduncle.L",0.133686970918602
"Inferior.fronto-occipital.fasciculus.R",0.0996180029491663
"Anterior.limb.of.internal.capsule.L",0.085961139090854
"Superior.corona.radiata.L",0.0730796383293496
"Pontine.crossing.tract.(a.part.of.MCP)",0.0505660861042364
"Uncinate.fasciculus.R",0.0500735017734151
"Fornix.(column.and.body.of.fornix)",0.0421109126410816
"Superior.fronto-occipital.fasciculus.(could.be.a.part.of.anterior.internal.capsule).L",0.0328529882187808
"Tapetum.R",0.026690173500664
"Uncinate.fasciculus.L",0.0234919579327148
"Inferior.cerebellar.peduncle.R",0.00814100157354533
