"Feature","Gain"
"Cerebral.peduncle.L",0.17758868923766
"Middle.cerebellar.peduncle",0.162141930042431
"Anterior.limb.of.internal.capsule.R",0.135571373547566
"Medial.lemniscus.R",0.0517017081209705
"Cingulum.(hippocampus).R",0.0471129942784798
"Corticospinal.tract.R",0.042736853046775
"Superior.fronto-occipital.fasciculus.(could.be.a.part.of.anterior.internal.capsule).L",0.0420218377524774
"Genu.of.corpus.callosum",0.0389257498391809
"Cingulum.(hippocampus).L",0.034167664111763
"Uncinate.fasciculus.R",0.0332380713246919
"Pontine.crossing.tract.(a.part.of.MCP)",0.0279272238266959
"Inferior.fronto-occipital.fasciculus.L",0.023568203959275
"Uncinate.fasciculus.L",0.023463358406147
"External.capsule.R",0.0233446144854332
"Inferior.cerebellar.peduncle.R",0.0173467819491324
"Body.of.corpus.callosum",0.0149850290738354
"Posterior.limb.of.internal.capsule.L",0.0134303303037943
"Medial.lemniscus.L",0.007893917225754
"Posterior.thalamic.radiation.(include.optic.radiation).L",0.0033052840189099
"Anterior.limb.of.internal.capsule.L",0.00318567283430634
"Fornix.(column.and.body.of.fornix)",0.003089117093749
"Posterior.corona.radiata.L",0.00272280835357772
"Corticospinal.tract.L",0.00250076163821982
"Superior.fronto-occipital.fasciculus.(could.be.a.part.of.anterior.internal.capsule).R",0.00193583906443354
"Fornix.(cres)./.Stria.terminalis.(can.not.be.resolved.with.current.resolution).L",0.00155702894922735
"Sagittal.stratum.(include.inferior.longitidinal.fasciculus.and.inferior.fronto-occipital.fasciculus).R",0.00150040230831971
"Tapetum.L",0.00148544623248361
"Posterior.limb.of.internal.capsule.R",0.00130053414523103
"Retrolenticular.part.of.internal.capsule.R",0.000361833433891475
"Superior.cerebellar.peduncle.R",0.000121475757244869
