"Feature","Gain"
"Middle.cerebellar.peduncle",0.296745050794004
"External.capsule.R",0.174057204705305
"Medial.lemniscus.R",0.0832995589614328
"Pontine.crossing.tract.(a.part.of.MCP)",0.0512183778887074
"Anterior.limb.of.internal.capsule.R",0.04340381480607
"Genu.of.corpus.callosum",0.040339668177841
"Posterior.corona.radiata.R",0.0262284598621704
"Corticospinal.tract.R",0.0259308174679879
"Body.of.corpus.callosum",0.0240141834107992
"Cerebral.peduncle.L",0.0191452219150238
"Inferior.cerebellar.peduncle.R",0.0134179369971251
"Tapetum.L",0.0133232124137547
"Retrolenticular.part.of.internal.capsule.L",0.0117518387965
"Inferior.fronto-occipital.fasciculus.R",0.00904724951436686
"Uncinate.fasciculus.L",0.00897929186714079
"Superior.longitudinal.fasciculus.R",0.00851148665212528
"Medial.lemniscus.L",0.00764808519090486
"Posterior.limb.of.internal.capsule.L",0.00670996864365602
"Inferior.fronto-occipital.fasciculus.L",0.00661296745549366
"Anterior.corona.radiata.L",0.00561801172350917
"Retrolenticular.part.of.internal.capsule.R",0.00528477553331605
"Fornix.(column.and.body.of.fornix)",0.00452793774897666
"Superior.fronto-occipital.fasciculus.(could.be.a.part.of.anterior.internal.capsule).R",0.00412718865579562
"Corticospinal.tract.L",0.00266036310120186
"Posterior.corona.radiata.L",0.00135627186772189
"Inferior.cerebellar.peduncle.L",0.00114328181911251
"Cerebral.peduncle.R",3.58568710230448e-05
