"Feature","Gain"
"Middle.cerebellar.peduncle",0.247406840887595
"Anterior.limb.of.internal.capsule.R",0.162261046068576
"Medial.lemniscus.R",0.0884856004643494
"Cingulum.(hippocampus).R",0.0844003682571372
"Pontine.crossing.tract.(a.part.of.MCP)",0.0449945388107915
"Cerebral.peduncle.L",0.0404420750641533
"Genu.of.corpus.callosum",0.0304493752268851
"Corticospinal.tract.R",0.0297420191036659
"Body.of.corpus.callosum",0.0240388915279189
"Medial.lemniscus.L",0.0227469125676336
"Uncinate.fasciculus.R",0.0198061357846324
"Inferior.fronto-occipital.fasciculus.L",0.0170368505927332
"Superior.longitudinal.fasciculus.R",0.0164106671435087
"Inferior.cerebellar.peduncle.R",0.0130558970105596
"Posterior.corona.radiata.L",0.0127490296338482
"Corticospinal.tract.L",0.0121820100398953
"Uncinate.fasciculus.L",0.0118901907135066
"External.capsule.R",0.0118282421724701
"Retrolenticular.part.of.internal.capsule.L",0.0089160239479292
"Superior.fronto-occipital.fasciculus.(could.be.a.part.of.anterior.internal.capsule).L",0.00858459668391754
"Tapetum.L",0.00659544929633135
"Posterior.corona.radiata.R",0.00648319989604823
"Retrolenticular.part.of.internal.capsule.R",0.00610396083093949
"Splenium.of.corpus.callosum",0.00352791375891391
"Inferior.fronto-occipital.fasciculus.R",0.00350326517937378
"Posterior.limb.of.internal.capsule.L",0.00295799487263013
"Fornix.(column.and.body.of.fornix)",0.0019859816537617
"Cerebral.peduncle.R",0.00105915325582859
