"Feature","Gain"
"Middle.cerebellar.peduncle",0.200117548416643
"Anterior.limb.of.internal.capsule.R",0.12515698519381
"Medial.lemniscus.R",0.0871678828150801
"Cerebral.peduncle.L",0.076344842572534
"Genu.of.corpus.callosum",0.0707283929255724
"Cingulum.(hippocampus).R",0.0632269328634601
"Uncinate.fasciculus.L",0.0542738229464927
"Uncinate.fasciculus.R",0.0402944634862054
"Posterior.limb.of.internal.capsule.L",0.0297551380568955
"Corticospinal.tract.R",0.0296562158241584
"Medial.lemniscus.L",0.0227912551934037
"Fornix.(column.and.body.of.fornix)",0.0225936061283493
"Retrolenticular.part.of.internal.capsule.L",0.0171177337064739
"External.capsule.R",0.0167183224518624
"Sagittal.stratum.(include.inferior.longitidinal.fasciculus.and.inferior.fronto-occipital.fasciculus).R",0.0141047889396464
"Posterior.thalamic.radiation.(include.optic.radiation).R",0.0131193901594477
"Superior.fronto-occipital.fasciculus.(could.be.a.part.of.anterior.internal.capsule).L",0.0126024533480932
"Pontine.crossing.tract.(a.part.of.MCP)",0.0106876589709045
"Corticospinal.tract.L",0.00803017716955476
"Inferior.cerebellar.peduncle.R",0.00801179950569565
"Posterior.corona.radiata.L",0.00471690960443944
"Splenium.of.corpus.callosum",0.00465648676664448
"Inferior.fronto-occipital.fasciculus.L",0.00448008448366922
"Body.of.corpus.callosum",0.00410632024177564
"Posterior.limb.of.internal.capsule.R",1.00162003704624e-05
