"Feature","Gain"
"Fornix.(column.and.body.of.fornix)",0.208941989557824
"Inferior.cerebellar.peduncle.R",0.164577800019634
"Retrolenticular.part.of.internal.capsule.R",0.0572435146468028
"Medial.lemniscus.L",0.0467880931047496
"Anterior.limb.of.internal.capsule.L",0.0451187792697184
"Inferior.fronto-occipital.fasciculus.R",0.0404903468847332
"Anterior.corona.radiata.L",0.0375903625507337
"Medial.lemniscus.R",0.0296604502821209
"Inferior.cerebellar.peduncle.L",0.0258640734795177
"Uncinate.fasciculus.R",0.0239050756831163
"Superior.corona.radiata.L",0.0196975378979343
"Cerebral.peduncle.L",0.0158676904581293
"Superior.cerebellar.peduncle.L",0.0114290742693814
"Superior.fronto-occipital.fasciculus.(could.be.a.part.of.anterior.internal.capsule).R",0.00760315467684777
"Genu.of.corpus.callosum",0.00745838576137567
"Pontine.crossing.tract.(a.part.of.MCP)",0.00591174846345319
"Posterior.thalamic.radiation.(include.optic.radiation).L",0.00418325667902999
