"Feature","Gain"
"Inferior.cerebellar.peduncle.R",0.187164448016524
"Fornix.(column.and.body.of.fornix)",0.154275433623543
"Uncinate.fasciculus.L",0.118398529361813
"Medial.lemniscus.L",0.0410924429821226
"Uncinate.fasciculus.R",0.0316870700802641
"External.capsule.L",0.0292727645781406
"Fornix.(cres)./.Stria.terminalis.(can.not.be.resolved.with.current.resolution).L",0.0266066318673293
"Cerebral.peduncle.L",0.0262250728353486
"Retrolenticular.part.of.internal.capsule.R",0.0202507023209283
"Anterior.limb.of.internal.capsule.L",0.0195841725322409
"Anterior.corona.radiata.L",0.0190284494034115
"Body.of.corpus.callosum",0.0155595646078811
"External.capsule.R",0.0146520395930033
"Medial.lemniscus.R",0.0146174614137543
"Corticospinal.tract.L",0.0140360705778091
"Pontine.crossing.tract.(a.part.of.MCP)",0.00793542754572706
"Posterior.thalamic.radiation.(include.optic.radiation).R",0.00766156910700739
"Corticospinal.tract.R",0.00478495717840207
"Genu.of.corpus.callosum",0.00425669669047333
"Superior.cerebellar.peduncle.R",0.00413266387361647
"Middle.cerebellar.peduncle",0.00359015764534041
