"Feature","Gain"
"Inferior.cerebellar.peduncle.R",0.213974855828701
"Uncinate.fasciculus.L",0.153486422201881
"Fornix.(column.and.body.of.fornix)",0.106287191247318
"Medial.lemniscus.L",0.0708216948000212
"Anterior.limb.of.internal.capsule.L",0.0462774816271302
"Fornix.(cres)./.Stria.terminalis.(can.not.be.resolved.with.current.resolution).L",0.0266947855526139
"External.capsule.R",0.0244254038995329
"Retrolenticular.part.of.internal.capsule.R",0.0179211509856537
"Cingulum.(cingulate.gyrus).R",0.0171574152923147
"Cerebral.peduncle.L",0.01683922416738
"Inferior.cerebellar.peduncle.L",0.0149275192223417
"Anterior.corona.radiata.R",0.013062110204873
"Medial.lemniscus.R",0.0126618363234262
"Posterior.thalamic.radiation.(include.optic.radiation).R",0.0123065735727056
"Cingulum.(hippocampus).L",0.00872124205352293
"Superior.cerebellar.peduncle.R",0.00670410396618088
"Middle.cerebellar.peduncle",0.00585312486644741
"Pontine.crossing.tract.(a.part.of.MCP)",0.00554858279657219
"Corticospinal.tract.L",0.00512735209704201
"Cingulum.(cingulate.gyrus).L",0.00471743383268348
"Genu.of.corpus.callosum",0.00175253690082792
"Body.of.corpus.callosum",0.000269907723798118
